ChEMBL ID,Name,Max Phase,Molecular Formula,Molecular Weight,SMILES
CHEMBL2104415,N/A,4.0,C37H53NO8,N/A,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C
CHEMBL2104445,N/A,4.0,C26H32N2O8,N/A,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O
CHEMBL2104489,N/A,4.0,C24H36O3,N/A,CC(=O)O[C@]1(C(C)=O)CCC2[C@@H]3C[C@H](C)C4=CCCC[C@]4(C)[C@H]3CC[C@@]21C
CHEMBL2104537,N/A,4.0,C22H35NO7,N/A,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC
CHEMBL2104594,N/A,4.0,C18H34CaO20,N/A,O.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2]
CHEMBL2104607,N/A,4.0,C10H14N2O,N/A,CCN(CC)C(=O)c1cccnc1
CHEMBL2104613,N/A,4.0,C28H50O8,N/A,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1
CHEMBL2104771,N/A,4.0,C18H24ClN5O5,N/A,Cl.Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O
CHEMBL2104793,N/A,4.0,C16H24ClNO,N/A,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1.Cl
CHEMBL2104973,N/A,4.0,C19H25ClN2OS,N/A,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2.Cl
CHEMBL2104987,N/A,4.0,C164H252N44O55S,N/A,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC
CHEMBL2104993,N/A,4.0,C18H22N2S,N/A,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
CHEMBL2105002,N/A,4.0,C16H24N2,N/A,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C
CHEMBL2105023,N/A,4.0,C16H8N2Na2O8S2,N/A,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+]
CHEMBL2105131,N/A,4.0,C13H19ClN2O5S2,N/A,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
CHEMBL2105224,N/A,4.0,C23H30N2O4,N/A,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
CHEMBL2105233,N/A,4.0,C10H14N2O4,N/A,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O
CHEMBL2105248,N/A,4.0,C4H5KO6,N/A,O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+]
CHEMBL2105345,N/A,4.0,C18H27NO5,N/A,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1
CHEMBL2105395,N/A,4.0,C24H23ClO2,N/A,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
CHEMBL2105420,N/A,4.0,C7H16N4O4S2,N/A,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
CHEMBL2105458,N/A,4.0,C17H22N2S,N/A,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1
CHEMBL2105487,N/A,4.0,S,N/A,[S]
CHEMBL2105527,N/A,4.0,C16H17ClN2O,N/A,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21
CHEMBL2105581,N/A,4.0,C17H25N3O5S,N/A,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC
CHEMBL2105611,N/A,4.0,C27H44O3,N/A,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
CHEMBL2105612,N/A,4.0,C18H22N2O5S,N/A,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
CHEMBL2105613,N/A,4.0,C16H31NaO4,N/A,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
CHEMBL2105614,N/A,4.0,C10H22O3,N/A,CC1(O)CCC(C(C)(C)O)CC1.O
CHEMBL2105618,N/A,4.0,C21H32O,N/A,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCCC4[C@H]3CC[C@@]21C
CHEMBL2105637,N/A,4.0,C18H12ClF3N4O4,N/A,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F
CHEMBL2105638,N/A,4.0,C25H29ClF3N5O9,N/A,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F
CHEMBL2105662,N/A,4.0,C40H41F6N3O5S,N/A,CS(=O)(=O)O.O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
CHEMBL2105669,N/A,4.0,C17H16FN6O6P,N/A,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1
CHEMBL2105675,N/A,4.0,C21H24Cl2N2O8,N/A,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1
CHEMBL2105680,N/A,4.0,C37H46NNaO12,N/A,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+]
CHEMBL2105682,N/A,4.0,C31H38ClN7O7S2,N/A,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1
CHEMBL2105684,N/A,4.0,C17H17BrClFN4O7S,N/A,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21.O=S(=O)(O)O
CHEMBL2105689,N/A,4.0,C14H9Cl2N3S2,N/A,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
CHEMBL2105695,N/A,4.0,C27H26ClF3N6O3,N/A,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1
CHEMBL2105700,N/A,4.0,C36H35BrN2O6,N/A,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O
CHEMBL2105704,N/A,4.0,C22H23ClN4O7S,N/A,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O
CHEMBL2105708,N/A,4.0,C29H28ClF3N6O,N/A,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl
CHEMBL2105712,N/A,4.0,C32H33ClFN5O11,N/A,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
CHEMBL2105717,N/A,4.0,C28H24FN3O5,N/A,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
CHEMBL2105719,N/A,4.0,C24H27ClFN5O3,N/A,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O
CHEMBL2105720,N/A,4.0,C17H14BrN3O2S,N/A,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12
CHEMBL2105722,N/A,4.0,C21H28O3,N/A,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
CHEMBL2105729,N/A,4.0,C24H24F3N5O5S3,N/A,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O
CHEMBL2105732,N/A,4.0,C15H23ClN2O,N/A,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl
CHEMBL2105737,N/A,4.0,C26H26F3N3O3,N/A,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1
CHEMBL2105740,N/A,4.0,C18H14ClN2NaO6S2,N/A,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+]
CHEMBL2105741,N/A,4.0,C28H29FIN5O5S,N/A,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1.C[S+](C)[O-]
CHEMBL2105743,N/A,4.0,C21H27ClN2O5,N/A,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1.Cl
CHEMBL2105745,N/A,4.0,C33H38O6,N/A,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
CHEMBL2105748,N/A,4.0,C22H32ClN3O7,N/A,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O
CHEMBL2105749,N/A,4.0,C25H32N2O9,N/A,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O
CHEMBL2105755,N/A,4.0,C32H34N4O6,N/A,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1
CHEMBL2105756,N/A,4.0,C22H22Cl2N4O6,N/A,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O
CHEMBL2105758,N/A,4.0,C33H38Cl2N6O7S2,N/A,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O
CHEMBL2105759,N/A,4.0,C16H17N7O2S,N/A,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
CHEMBL2105760,N/A,4.0,C25H27N3O2S,N/A,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1
CHEMBL2105774,N/A,4.0,C41H64O8,N/A,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CHEMBL2105827,N/A,4.0,C6H11IO3,N/A,CC(I)C1OCC(CO)O1
CHEMBL2105842,N/A,4.0,C32H38N2O5,N/A,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CHEMBL2105891,N/A,4.0,C30H44N6O8S,N/A,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=S(=O)(O)O
CHEMBL2105897,N/A,4.0,BaO4S,N/A,O=S(=O)([O-])[O-].[Ba+2]
CHEMBL2105904,N/A,4.0,C8H11N2NaO3,N/A,CCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+]
CHEMBL2105941,N/A,4.0,C11H17N2NaO3,N/A,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+]
CHEMBL2105950,N/A,4.0,C16H18N3NaO5S,N/A,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
CHEMBL2105970,N/A,4.0,C7H9NO2,N/A,N.O=C(O)c1ccccc1
CHEMBL2105972,N/A,4.0,C20H27BrN2O,N/A,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1.[Br-]
CHEMBL2105980,N/A,4.0,C18H23Cl2NO,N/A,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1.Cl
CHEMBL2105996,N/A,4.0,C23H21N2NaO6S,N/A,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
CHEMBL2106076,N/A,4.0,C22H24N6O9S3,N/A,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1.O=S(=O)(O)O
CHEMBL2106111,N/A,4.0,C6H10CaO6,N/A,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2]
CHEMBL2106119,N/A,4.0,C12H22CaO14,N/A,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2]
CHEMBL2106122,N/A,4.0,C20H28BrN,N/A,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1.[Br-]
CHEMBL2106123,N/A,4.0,C12H10Ca3O14,N/A,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2]
CHEMBL2106155,N/A,4.0,C22H29ClN2O2,N/A,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl
CHEMBL2106191,N/A,4.0,C12H10CaO10S2,N/A,O=S(=O)([O-])c1cc(O)ccc1O.O=S(=O)([O-])c1cc(O)ccc1O.[Ca+2]
CHEMBL2106195,N/A,4.0,C13H17ClN2,N/A,Cc1cccc([C@H](C)c2c[nH]cn2)c1C.Cl
CHEMBL2106217,N/A,4.0,C12H17ClF3N,N/A,CCNC(C)Cc1cccc(C(F)(F)F)c1.Cl
CHEMBL2106313,N/A,4.0,C20H26ClNO3,N/A,CC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Cl-]
CHEMBL2106318,N/A,4.0,C11H8I3N2NaO4,N/A,CNC(=O)c1c(I)c(NC(C)=O)c([125I])c(C(=O)[O-])c1[125I].[Na+]
CHEMBL2106388,N/A,4.0,H2CaO2,N/A,[Ca+2].[OH-].[OH-]
CHEMBL2106419,N/A,4.0,C36H42ClN3O6,N/A,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
CHEMBL2106439,N/A,4.0,C40H63N3O4S2,N/A,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
CHEMBL2106441,N/A,4.0,C3H8N2OS,N/A,CNC(=S)NCO
CHEMBL2106483,N/A,4.0,C13H20ClNO3,N/A,CCOc1ccccc1OCC1CNCCO1.Cl
CHEMBL2106556,N/A,4.0,C24H30CaN4O6,N/A,CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.[Ca+2]
CHEMBL2106574,N/A,4.0,C21H24ClNO,N/A,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1.Cl
CHEMBL2106615,N/A,4.0,C32H38N2O5,N/A,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
CHEMBL2106627,N/A,4.0,C21H24ClNO5,N/A,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.Cl
CHEMBL2106636,N/A,4.0,C24H40N2O8S,N/A,CCCCNCC(O)c1ccc(O)cc1.CCCCNCC(O)c1ccc(O)cc1.O=S(=O)(O)O
CHEMBL2106638,N/A,4.0,C26H28Cl2N2O,N/A,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.Cl
CHEMBL2106640,N/A,4.0,C12H10Fe3O14,N/A,N/A
CHEMBL2106643,N/A,4.0,C17H19NaO6,N/A,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+]
CHEMBL2106660,N/A,4.0,C22H30N10O8,N/A,C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O
CHEMBL2106678,N/A,4.0,C12H20ClNO,N/A,CCN(C)C(C)C(O)c1ccccc1.Cl
CHEMBL2106739,N/A,4.0,C22H29NO7S,N/A,COS(=O)(=O)[O-].C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1
CHEMBL2106794,N/A,4.0,C11H9N3O2,N/A,NC(=O)N/N=C1\C=Cc2ccccc2C1=O
CHEMBL2106825,N/A,4.0,C23H32O2,N/A,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
CHEMBL2106829,N/A,4.0,C16H15ClN2O,N/A,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl
CHEMBL2106915,N/A,4.0,C20H24ClNO2,N/A,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2
CHEMBL2106922,N/A,4.0,C22H17ClFN3O4,N/A,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.O=C(O)/C=C\C(=O)O
CHEMBL2106939,N/A,4.0,C8H19N5,N/A,CCCCCCNC(=N)NC(=N)N
CHEMBL2106975,N/A,4.0,CHKO3,N/A,O=C([O-])O.[K+]
CHEMBL2106978,N/A,4.0,C6H11KO7,N/A,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[K+]
CHEMBL2106988,N/A,4.0,C19H22N2O6S,N/A,CC(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C
CHEMBL2107004,N/A,4.0,C23H32O3,N/A,C[C@]12CC[C@@H]3c4ccc(OC5CCCC5)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
CHEMBL2107011,N/A,4.0,C23H29N3O2,N/A,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC
CHEMBL2107062,N/A,4.0,C11H14N2O2,N/A,CCC(C(=O)NC(N)=O)c1ccccc1
CHEMBL2107067,N/A,4.0,C30H48O3,N/A,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2107074,N/A,4.0,C13H25N4O3Tc,N/A,N/A
CHEMBL2107124,N/A,4.0,C16H20ClN3S,N/A,CN(C)CCCN1c2ccccc2Sc2cccnc21.Cl
CHEMBL2107145,N/A,4.0,C12H22MgO14,N/A,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mg+2]
CHEMBL2107168,N/A,4.0,C4H12KNaO10,N/A,O.O.O.O.O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[K+].[Na+]
CHEMBL2107175,N/A,4.0,C12H10N2O8S,N/A,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O
CHEMBL2107213,N/A,4.0,C23H25NO6,N/A,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12.O=C(O)C(O)C(O)C(=O)O
CHEMBL2107239,N/A,4.0,C12H11I3N2O5,N/A,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I
CHEMBL2107253,N/A,4.0,C12H13N4NaO4S,N/A,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1.[Na+]
CHEMBL2107297,N/A,4.0,C22H28BrNO,N/A,Br.CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1
CHEMBL2107333,N/A,4.0,C6H8O4,N/A,COC(=O)/C=C/C(=O)OC
CHEMBL2107354,N/A,4.0,C59H110N6NaO20P,N/A,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+]
CHEMBL2107355,N/A,4.0,C6H14ClNO4,N/A,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
CHEMBL2107360,N/A,4.0,C39H57FN4O4,N/A,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O
CHEMBL2107374,N/A,4.0,C72H104Na8O48S8,N/A,O=C([O-])CCSC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)C(O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]9CSCCC(=O)[O-])O[C@@H]8CSCCC(=O)[O-])O[C@@H]7CSCCC(=O)[O-])O[C@@H]6CSCCC(=O)[O-])O[C@@H]5CSCCC(=O)[O-])O[C@@H]4CSCCC(=O)[O-])O[C@@H]3CSCCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
CHEMBL2107381,N/A,4.0,C15H18N2O9,N/A,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
CHEMBL2107386,N/A,4.0,C29H35FN2O8S,N/A,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1.O=S(=O)(O)O
CHEMBL2107387,N/A,4.0,C18H23BrN2S,N/A,Br.Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
CHEMBL2107389,N/A,4.0,C26H38O4,N/A,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
CHEMBL2107430,N/A,4.0,C22H16F2N2,N/A,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1
CHEMBL2107480,N/A,4.0,C14H21CaInN3Na3O10,N/A,N/A
CHEMBL2107488,N/A,4.0,C8H8N3Na2O6STc,N/A,N/A
CHEMBL2107495,N/A,4.0,C21H19ClF3N3O3,N/A,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1.Cl
CHEMBL2107525,N/A,4.0,HNa2O4P,N/A,O=[32P]([O-])([O-])O.[Na+].[Na+]
CHEMBL2107560,N/A,4.0,H5Na2O6P,N/A,O.O.O=P([O-])([O-])O.[Na+].[Na+]
CHEMBL2107567,N/A,4.0,HCaO4P,N/A,O=P([O-])([O-])O.[Ca+2]
CHEMBL2107606,N/A,4.0,C24H32ClNO,N/A,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1.Cl
CHEMBL2107679,N/A,4.0,C31H35N3O4S,N/A,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.c1ccc(CCNCc2ccccc2)cc1
CHEMBL2107703,N/A,4.0,C24H21Cl2N3O4S,N/A,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1.O=[N+]([O-])O
CHEMBL2107797,N/A,4.0,C21H28O2,N/A,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
CHEMBL2107815,N/A,4.0,C27H45NO7,N/A,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O.OCCNCCO
CHEMBL2107816,N/A,4.0,Cl2Ra,N/A,Cl[223Ra]Cl
CHEMBL2107817,N/A,4.0,C7H10N3NaO6S,N/A,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+]
CHEMBL2107825,N/A,4.0,C21H29N6O5P,N/A,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
CHEMBL2107826,N/A,4.0,C26H28N4O3,N/A,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21
CHEMBL2107830,N/A,4.0,C23H27ClO7,N/A,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
